Time (min), Utilization by Type
0, 20.6269, 71.2768, 0, 0, 0, 0, 0, 0, 0, 
10, 13.4277, 86.5723, 0, 0, 0, 0, 0, 0, 0, 
20, 43.481, 56.519, 0, 0, 0, 0, 0, 0, 0, 
30, 44.9981, 19.321, 35.6809, 0, 0, 0, 0, 0, 0, 
40, 21.4885, 32.4392, 35.1631, 0, 0, 0, 0, 0, 0, 
50, 37.98, 44.9532, 12.0861, 0, 0, 0, 0, 0, 0, 
60, 24.0119, 36.1329, 5.54695, 0, 0, 0, 0, 0, 0, 
70, 35.9252, 44.5453, 19.5295, 0, 0, 0, 0, 0, 0, 
80, 49.2812, 10.1665, 25.1585, 0, 0, 0, 0, 0, 0, 
