Statistic, Task, 0 min, 10 min, 20 min, 30 min, 40 min, 50 min, 60 min, 70 min, 80 min, 90 min, 100 min, 110 min, 120 min, 130 min, 140 min, 150 min, 160 min, 170 min, 180 min, 190 min, 200 min, 210 min, 220 min, 230 min, 240 min, 250 min, 260 min, 270 min, 280 min, 290 min,
, 7, 0.00636881, 0.00715928, 0.00616773, 0.0192709, 0.0175943, 0.0176872, 0.0198524, 0.0204189, 0.0209042, 0.0193652, 0.019745, 0.0232858, 0.0189155, 0.0197359, 0.014796, 0.0172202, 0.0183359, 0.0203495, 0.0166047, 0.0167683, 0.0181091, 0.0188149, 0.0206287, 0.0205439, 0.0199119, 0.0180432, 0.0166357, 0.00812601, 0.0123139, 0.00987924
, , 0.0110876, 0.010809, 0.0117494, 0.0177687, 0.016362, 0.0204393, 0.0192306, 0.0209552, 0.0189287, 0.0193338, 0.0196583, 0.0262354, 0.0217975, 0.0211161, 0.0172814, 0.0166603, 0.017518, 0.0214887, 0.0196194, 0.0180294, 0.0208273, 0.0223917, 0.0215145, 0.0217864, 0.0218058, 0.0199761, 0.0176851, 0.0131762, 0.0160414, 0.0145155
, 8, 0.00484842, 0.00831444, 0.0133163, 0.024734, 0.022484, 0.0293203, 0.0236089, 0.0209818, 0.0222993, 0.0274763, 0.0233431, 0.0257655, 0.0229597, 0.0231653, 0.0201578, 0.0203981, 0.0184084, 0.0157121, 0.0223857, 0.028612, 0.0223532, 0.0176987, 0.0303509, 0.0198419, 0.0222014, 0.0211605, 0.0217603, 0.00598383, 0.00824802, 0.0110764
, , 0.0151612, 0.02034, 0.0291928, 0.0455624, 0.0313431, 0.0458125, 0.0370423, 0.0351104, 0.0429025, 0.0543573, 0.0360646, 0.0445571, 0.041493, 0.0389867, 0.0311657, 0.0324492, 0.0313798, 0.0260397, 0.038369, 0.0482849, 0.0323441, 0.0267358, 0.0508827, 0.0353521, 0.0341286, 0.0322298, 0.0387169, 0.022605, 0.0401827, 0.0301026
,Sum, 0.380217, 0.413224, 0.432871, 0.191226, 0.162932, 0.186461, 0.177713, 0.179679, 0.16637, 0.168665, 0.202788, 0.19753, 0.192039, 0.187729, 0.19646, 0.178658, 0.171554, 0.188474, 0.161141, 0.163719, 0.182259, 0.182056, 0.18958, 0.163712, 0.15418, 0.171701, 0.172149, 0.46913, 0.407221, 0.388123
, , 0.157332, 0.187122, 0.172802, 0.106322, 0.105217, 0.116385, 0.120012, 0.114114, 0.138843, 0.133633, 0.181302, 0.189161, 0.174037, 0.170711, 0.186313, 0.165792, 0.170141, 0.16729, 0.137972, 0.10812, 0.14407, 0.163929, 0.137043, 0.111243, 0.083883, 0.125801, 0.146568, 0.200006, 0.20948, 0.187083
Service Time, 0, 0.444377, 0.475757, 0.471277, 0.330692, 0.251346, 0.291954, 0.288711, 0.223458, 0.241669, 0.209634, 0.294343, 0.250545, 0.307695, 0.242455, 0.255278, 0.215544, 0.262833, 0.269687, 0.300423, 0.28572, 0.24699, 0.258732, 0.292675, 0.255278, 0.266597, 0.22284, 0.261237, 0.454425, 0.456804, 0.50248
, , 0.329436, 0.348457, 0.331673, 0.310573, 0.225057, 0.274959, 0.298259, 0.260421, 0.23565, 0.221987, 0.307547, 0.272515, 0.29624, 0.238308, 0.275191, 0.244865, 0.244633, 0.311223, 0.315752, 0.272858, 0.255645, 0.260745, 0.2587, 0.264385, 0.266213, 0.235341, 0.287375, 0.317947, 0.321449, 0.420695
, 1, 0, 0, 0, 0, 0.117799, 0.162626, 0.195893, 0.112809, 0.197453, 0.171847, 0.411071, 0.450038, 0.357996, 0.326634, 0.407582, 0.330019, 0.311011, 0.333666, 0.17726, 0.0292065, 0.250047, 0.340524, 0.212039, 0.139011, 0.0644661, 0.197509, 0.245213, 0.202805, 0.201363, 0.0530414
, , 0, 0, 0, 0, 0.783293, 0.749703, 1.07763, 0.591273, 1.30622, 1.06383, 1.73406, 1.86247, 1.60279, 1.60314, 1.76505, 1.485, 1.55645, 1.56308, 1.20289, 0.208988, 1.1711, 1.51952, 1.19222, 0.780056, 0.397535, 1.05045, 1.22348, 1.15455, 1.12552, 0.347388
, 2, 3.12896, 3.38697, 3.50818, 0.630216, 0.311006, 0.403197, 0.271444, 0.435887, 0.289974, 0.255379, 0.288756, 0.25815, 0.294566, 0.314475, 0.405115, 0.323728, 0.260621, 0.398599, 0.233076, 0.336874, 0.374092, 0.257141, 0.280152, 0.334632, 0.245105, 0.297946, 0.296216, 3.74734, 2.93688, 2.95381
, , 1.61322, 1.9332, 1.78856, 0.936388, 0.613779, 0.733089, 0.575397, 0.771656, 0.555034, 0.655163, 0.592909, 0.547276, 0.618912, 0.544862, 0.713583, 0.632516, 0.592781, 0.688791, 0.536258, 0.670694, 0.691986, 0.573237, 0.660736, 0.639038, 0.592517, 0.5949, 0.617302, 1.89069, 1.76509, 1.79343
, 3, 0, 0, 0, 0.00445721, 0, 0.0230225, 0.0127253, 0.00394333, 0.00245583, 0, 0.0105336, 0.0213715, 0.0123347, 0, 0, 0.00536667, 0, 0.0177245, 0.0251361, 0.0111134, 0.0177818, 0.0160229, 0.00568207, 0.0240941, 0, 0.0109422, 0.0202551, 0.0566989, 0.103403, 0.0381625
, , 0, 0, 0, 0.0445721, 0, 0.124807, 0.0895358, 0.0394333, 0.0245583, 0, 0.0767579, 0.125455, 0.0879282, 0, 0, 0.0536667, 0, 0.0976856, 0.145172, 0.0817058, 0.112595, 0.114638, 0.0568207, 0.149469, 0, 0.07948, 0.117235, 0.179938, 0.25673, 0.146516
, 4, 0, 0, 0, 0.0737234, 0.0951311, 0.082987, 0.118052, 0.126247, 0.0797817, 0.10881, 0.123706, 0.0789906, 0.130337, 0.112314, 0.0739394, 0.103882, 0.104692, 0.108074, 0.0998258, 0.0890079, 0.0904445, 0.120598, 0.113375, 0.100897, 0.117428, 0.112124, 0.0779831, 0, 0, 0
, , 0, 0, 0, 0.150956, 0.188228, 0.143924, 0.199301, 0.210283, 0.151097, 0.19836, 0.220837, 0.158345, 0.204451, 0.193705, 0.148257, 0.180512, 0.188837, 0.188763, 0.178593, 0.171335, 0.199215, 0.201457, 0.191854, 0.171528, 0.20189, 0.167696, 0.146258, 0, 0, 0
, 5, 0.0651047, 0.0679577, 0.0705444, 0.324789, 0.338646, 0.31289, 0.325272, 0.353418, 0.262954, 0.352887, 0.340963, 0.306368, 0.30076, 0.321453, 0.360529, 0.32262, 0.288552, 0.262681, 0.255407, 0.280986, 0.314119, 0.315318, 0.341175, 0.259294, 0.280028, 0.339325, 0.318253, 0.0883926, 0.168148, 0.124186
, , 0.142009, 0.13785, 0.156605, 0.34709, 0.362348, 0.302089, 0.321225, 0.323566, 0.303344, 0.306432, 0.316324, 0.305214, 0.309779, 0.39073, 0.342369, 0.324316, 0.376993, 0.304109, 0.274522, 0.312933, 0.327784, 0.315556, 0.317424, 0.326852, 0.318787, 0.361579, 0.33156, 0.163205, 0.213913, 0.203797
, 6, 0.051556, 0.0468135, 0.0838661, 0.108331, 0.114607, 0.117862, 0.130421, 0.127016, 0.157381, 0.119675, 0.127623, 0.119319, 0.0979459, 0.13095, 0.112625, 0.109235, 0.12039, 0.133691, 0.130383, 0.150484, 0.124492, 0.147088, 0.140906, 0.120059, 0.147043, 0.14429, 0.118372, 0.000533752, 0, 0
, , 0.113838, 0.0975772, 0.188793, 0.165869, 0.183728, 0.186453, 0.18622, 0.165256, 0.211521, 0.177939, 0.178111, 0.206365, 0.169228, 0.198471, 0.172035, 0.159646, 0.165745, 0.201185, 0.183504, 0.253448, 0.189852, 0.209167, 0.226566, 0.179008, 0.179574, 0.220907, 0.167745, 0.00533752, 0, 0
, 7, 0.0636881, 0.0715928, 0.0616773, 0.192709, 0.175943, 0.176872, 0.198524, 0.20419, 0.209042, 0.193652, 0.19745, 0.232858, 0.189155, 0.197359, 0.14796, 0.172202, 0.183359, 0.203495, 0.166047, 0.167683, 0.181091, 0.188149, 0.206287, 0.205439, 0.199119, 0.180431, 0.166357, 0.0812601, 0.123139, 0.0987924
, , 0.110876, 0.10809, 0.117494, 0.177687, 0.16362, 0.204393, 0.192306, 0.209552, 0.189287, 0.193338, 0.196583, 0.262354, 0.217975, 0.211161, 0.172814, 0.166603, 0.17518, 0.214887, 0.196194, 0.180294, 0.208273, 0.223917, 0.215145, 0.217864, 0.218058, 0.199761, 0.176851, 0.131762, 0.160414, 0.145155
, 8, 0.0484842, 0.0831444, 0.133163, 0.24734, 0.22484, 0.293203, 0.236089, 0.209818, 0.222993, 0.274763, 0.233431, 0.257655, 0.229597, 0.231653, 0.201578, 0.203981, 0.184084, 0.157121, 0.223857, 0.28612, 0.223532, 0.176987, 0.303509, 0.19842, 0.222014, 0.211605, 0.217603, 0.0598383, 0.0824802, 0.110764
, , 0.151612, 0.2034, 0.291928, 0.455624, 0.313431, 0.458125, 0.370423, 0.351104, 0.429025, 0.543573, 0.360646, 0.445571, 0.41493, 0.389867, 0.311657, 0.324492, 0.313798, 0.260397, 0.38369, 0.482849, 0.323441, 0.267358, 0.508827, 0.353521, 0.341286, 0.322298, 0.387169, 0.22605, 0.401827, 0.301026
,Sum, 3.80217, 4.13223, 4.32871, 1.91226, 1.62932, 1.86461, 1.77713, 1.79679, 1.6637, 1.68665, 2.02788, 1.9753, 1.92039, 1.8773, 1.96461, 1.78658, 1.71554, 1.88474, 1.61141, 1.63719, 1.82259, 1.82056, 1.8958, 1.63712, 1.5418, 1.71701, 1.72149, 4.6913, 4.07221, 3.88123
, , 1.57332, 1.87122, 1.72802, 1.06322, 1.05217, 1.16385, 1.20012, 1.14114, 1.38843, 1.33633, 1.81302, 1.89161, 1.74037, 1.70711, 1.86313, 1.65792, 1.70141, 1.6729, 1.37972, 1.0812, 1.4407, 1.63929, 1.37043, 1.11243, 0.83883, 1.25801, 1.46568, 2.00006, 2.0948, 1.87083
Wait Time, 0, 0.0114107, 0.0118792, 0.0112555, 0.0429895, 0.0391328, 0.168783, 0.0643785, 0.493403, 0.0367641, 0.122936, 0.0657542, 0.142343, 0.445416, 0.106976, 0.0356853, 10.5365, 0.096781, 0.435215, 5.16895, 0.0455699, 0.0886484, 0.335545, 0.154455, 0.860804, 0.0348375, 0.0478156, 0.146859, 0.191718, 0.0857471, 1.27204
, , 0.0447785, 0.0381838, 0.0400653, 0.122, 0.11597, 1.11024, 0.162953, 3.18651, 0.155697, 0.793325, 0.196319, 0.845089, 2.61398, 0.322554, 0.0853608, 72.1125, 0.28892, 3.82929, 37.8513, 0.206835, 0.243608, 1.80832, 0.482437, 7.8788, 0.102598, 0.229504, 0.852241, 1.76669, 0.750076, 12.0612
, 1, 0, 0, 0, 0, 0.00433216, 0.0263624, 0.00631817, 0.0107664, 0.0151539, 0.0050708, 0.0201745, 0.0244205, 0.0242118, 0.0441899, 0.0513679, 0.0277271, 0.0281873, 0.0155, 0.016559, 0.00193069, 0.0267158, 0.0211128, 0.00405365, 0.00745423, 0.00308227, 0.01254, 0.0282745, 0, 0.0609598, 0
, , 0, 0, 0, 0, 0.0433216, 0.158165, 0.0370596, 0.0553106, 0.123477, 0.0362461, 0.146649, 0.125928, 0.196658, 0.217881, 0.236469, 0.133771, 0.151804, 0.0858363, 0.130245, 0.0193069, 0.161239, 0.13012, 0.0310165, 0.0538211, 0.0269133, 0.0971984, 0.150814, 0, 0.609598, 0
, 2, 0.765202, 1.22475, 1.19851, 0.164858, 0.0773799, 0.064772, 0.0658264, 0.118722, 0.0531773, 0.0517997, 0.0627876, 0.0725662, 0.14859, 0.049755, 0.0737132, 1.22207, 0.04386, 0.10534, 1.20334, 0.0709323, 0.0675701, 0.181782, 0.069823, 0.145502, 0.0488818, 0.0496345, 0.0551544, 1.56666, 1.00557, 1.12821
, , 0.947481, 1.44126, 1.67774, 0.428748, 0.25418, 0.21296, 0.244345, 0.617753, 0.164855, 0.224383, 0.229931, 0.247305, 0.781196, 0.176854, 0.390065, 8.34266, 0.149823, 0.368702, 7.49829, 0.310291, 0.216832, 0.857244, 0.235964, 0.946874, 0.166911, 0.185757, 0.251294, 2.32498, 1.32841, 1.3438
, 3, 0, 0, 0, 0, 0, 0.00487282, 0.00183712, 0, 0, 0, 0, 0, 0.00181343, 0, 0, 0.00177673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0755054, 0.207286, 0.163785
, , 0, 0, 0, 0, 0, 0.0343524, 0.0183712, 0, 0, 0, 0, 0, 0.0181343, 0, 0, 0.0177673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.29604, 0.920204, 0.7023
, 4, 0, 0, 0, 0.00106236, 0.00293427, 0.00282799, 0.00770683, 0.00709907, 0.00156319, 0.00224876, 0.00593079, 0.00101837, 0, 0.000718842, 0.00308945, 0.00545715, 0.00299088, 0.00535751, 0.0120279, 0.000171051, 0.00393799, 0.00424118, 0.000847931, 0.00283661, 0.00751266, 0.00107513, 0.00433594, 0, 0, 0
, , 0, 0, 0, 0.0106235, 0.0208548, 0.021863, 0.0565656, 0.0437015, 0.0156319, 0.0224876, 0.0303665, 0.0101837, 0, 0.00549628, 0.0218918, 0.0323429, 0.0217715, 0.0313262, 0.0555027, 0.00171051, 0.0288684, 0.0247013, 0.0048523, 0.0283661, 0.0751266, 0.0107513, 0.0433594, 0, 0, 0
, 5, 0.0994084, 0.211469, 0.289888, 0.100297, 0.0248693, 0.00649895, 0.00875301, 0.0074131, 0.00509132, 0.0157011, 0.0080574, 0.00829994, 0.0123023, 0.015323, 0.0112544, 0.0061589, 0.019389, 0.0107321, 0.00454514, 0.00899155, 0.00702622, 0.0054985, 0.0172758, 0.0115193, 0.00852753, 0.0136234, 0.00702728, 0.282002, 0.463233, 0.365719
, , 0.375281, 0.776963, 0.807132, 0.563387, 0.103852, 0.0362327, 0.0518035, 0.0403732, 0.0299845, 0.0583984, 0.0402774, 0.0375091, 0.0518349, 0.0769435, 0.0474104, 0.0483342, 0.0942932, 0.0460825, 0.0325439, 0.0426981, 0.0383866, 0.0314189, 0.0609285, 0.0473625, 0.0434822, 0.0661515, 0.0326044, 0.888155, 1.33267, 1.02903
, 6, 0.170882, 0.260834, 0.445875, 0.0628379, 0.0396, 0.0991617, 0.0570422, 0.328161, 0.0232191, 0.220934, 0.0270009, 0.0557343, 0.536626, 0.0547967, 0.0353459, 4.20076, 0.0353342, 0.193876, 1.252, 0.0739682, 0.0344577, 0.120927, 0.200971, 0.174542, 0.0200343, 0.0592719, 0.0195187, 0, 0, 0.292126
, , 0.538041, 0.806443, 1.09059, 0.327819, 0.148314, 0.522147, 0.238476, 2.84159, 0.0832243, 1.96803, 0.097443, 0.333811, 4.55744, 0.207914, 0.125196, 28.5846, 0.117232, 1.83946, 7.46567, 0.287315, 0.135619, 0.876027, 1.42771, 1.54445, 0.0820532, 0.220246, 0.0747523, 0, 0, 2.92126
, 7, 0.4053, 0.59371, 0.416902, 0.163383, 0.0795571, 0.224606, 0.0733073, 0.588501, 0.0769513, 0.09149, 0.0950661, 0.175502, 0.612367, 0.0906696, 0.165939, 10.0445, 0.0547925, 0.305291, 3.3763, 0.098763, 0.0843196, 0.852638, 0.278297, 1.25058, 0.0688835, 0.0416214, 0.106254, 0.171306, 0.00980042, 2.27729
, , 0.814322, 1.15615, 1.01951, 0.61003, 0.158795, 1.02193, 0.20654, 5.03431, 0.183695, 0.255935, 0.221948, 0.986514, 5.38241, 0.244574, 0.979827, 60.5187, 0.12245, 2.28229, 28.5863, 0.287752, 0.235035, 5.44751, 1.71794, 11.8018, 0.165065, 0.107128, 0.402634, 1.58316, 0.0353013, 22.7001
, 8, 0.0991208, 0.267033, 0.371265, 0.176355, 0.0100421, 0.011223, 0.00195396, 0.0107326, 0.00730492, 0.0196665, 0.0093325, 0.00509682, 0.000928726, 0.00760712, 0.0132901, 0.00565582, 0.00701141, 0.0048819, 0.00501053, 0.00442398, 0.00825851, 0.00596222, 0.00448486, 0.00549881, 0.00597198, 0.00534546, 0.0145108, 0.180172, 0.236856, 0.169144
, , 0.410136, 0.856708, 1.25495, 0.709092, 0.0538826, 0.0492739, 0.0137499, 0.0561299, 0.0393281, 0.103527, 0.0560959, 0.043819, 0.00928726, 0.0451373, 0.0731606, 0.0463083, 0.0444737, 0.0344862, 0.0257714, 0.029159, 0.0457815, 0.042001, 0.027585, 0.0387699, 0.034858, 0.0339957, 0.069782, 0.652763, 0.889263, 0.525732
,Sum, 1.55132, 2.56968, 2.73369, 0.711783, 0.277848, 0.609108, 0.287124, 1.5648, 0.219225, 0.529847, 0.294104, 0.484981, 1.78226, 0.370037, 0.389685, 26.0506, 0.288346, 1.07619, 11.0387, 0.304751, 0.320934, 1.52771, 0.730208, 2.45874, 0.197732, 0.230927, 0.381935, 2.46736, 2.06945, 5.66832
, , 1.7809, 2.8088, 4.00578, 1.59124, 0.458363, 2.47993, 0.462953, 10.9977, 0.352386, 2.83203, 0.466221, 2.24658, 12.4479, 0.701549, 1.39374, 162.792, 0.4083, 8.01371, 79.4446, 0.715314, 0.491418, 8.37078, 3.43707, 20.6521, 0.301152, 0.41913, 1.23899, 5.50884, 2.83192, 37.5665
Number In, 0, 3.48, 3.56, 3.38, 2.15, 2.11, 2.04, 1.93, 1.99, 1.98, 1.87, 2.14, 1.89, 2.39, 2.04, 1.92, 1.71, 2.12, 2.06, 2.25, 1.99, 2.08, 2.1, 2.18, 1.91, 1.88, 1.8, 2.19, 3.25, 3.56, 3.57
, , 1.99231, 1.87121, 2.0488, 1.29782, 1.24637, 1.29428, 1.33526, 1.64221, 1.39248, 1.43305, 1.42857, 1.3096, 1.58206, 1.49017, 1.45422, 1.35807, 1.47217, 1.73973, 1.61667, 1.25927, 1.47491, 1.25126, 1.37349, 1.4291, 1.32024, 1.31809, 1.61867, 1.44512, 1.79404, 2.06096
, 1, 0, 0, 0, 0, 0.05, 0.06, 0.04, 0.05, 0.01, 0.04, 0.06, 0.06, 0.03, 0.04, 0.03, 0.02, 0.03, 0.03, 0, 0.02, 0.06, 0.02, 0.02, 0.04, 0.04, 0.03, 0.05, 0.03, 0.04, 0.05
, , 0, 0, 0, 0, 0.219043, 0.238683, 0.196946, 0.219043, 0.1, 0.196946, 0.277798, 0.238683, 0.171447, 0.196946, 0.171447, 0.140705, 0.171447, 0.171447, 0, 0.140705, 0.238683, 0.140705, 0.140705, 0.196946, 0.196946, 0.171447, 0.261117, 0.222702, 0.196946, 0.219043
, 2, 3.53, 3.49, 3.66, 0.34, 0.29, 0.37, 0.32, 0.37, 0.36, 0.26, 0.25, 0.27, 0.3, 0.35, 0.42, 0.35, 0.28, 0.34, 0.27, 0.34, 0.36, 0.24, 0.29, 0.28, 0.24, 0.31, 0.31, 4.06, 3.18, 3.42
, , 1.60463, 1.86133, 1.78218, 0.554504, 0.518253, 0.562372, 0.548276, 0.630136, 0.611671, 0.543464, 0.5, 0.547815, 0.57735, 0.538891, 0.622475, 0.609272, 0.533333, 0.535978, 0.509605, 0.589813, 0.5777, 0.494822, 0.591096, 0.514045, 0.473969, 0.544857, 0.544856, 2.04406, 1.85527, 1.67078
, 3, 0, 0, 0, 0.01, 0, 0.04, 0.03, 0.01, 0.01, 0, 0.02, 0.03, 0.02, 0, 0, 0.01, 0, 0.04, 0.02, 0.02, 0.02, 0.02, 0.01, 0.04, 0, 0.03, 0.02, 0.15, 0.23, 0.12
, , 0, 0, 0, 0.1, 0, 0.196946, 0.222702, 0.1, 0.1, 0, 0.140705, 0.171447, 0.140705, 0, 0, 0.1, 0, 0.196946, 0.140705, 0.140705, 0.140705, 0.140705, 0.1, 0.242878, 0, 0.171447, 0.140705, 0.385992, 0.422953, 0.326599
, 4, 0, 0, 0, 0.27, 0.28, 0.27, 0.41, 0.38, 0.29, 0.32, 0.37, 0.25, 0.44, 0.38, 0.27, 0.3, 0.34, 0.36, 0.32, 0.27, 0.27, 0.39, 0.34, 0.35, 0.39, 0.35, 0.32, 0, 0, 0
, , 0, 0, 0, 0.489382, 0.551948, 0.446196, 0.652811, 0.599326, 0.518253, 0.566399, 0.630136, 0.479373, 0.640707, 0.647918, 0.509605, 0.541229, 0.589813, 0.611671, 0.529532, 0.489382, 0.600589, 0.617833, 0.535978, 0.51981, 0.617833, 0.5, 0.529532, 0, 0, 0
, 5, 0.33, 0.34, 0.36, 1.09, 1.06, 1.05, 1.04, 1.11, 0.89, 1.09, 1.06, 1.03, 0.97, 1.04, 1.2, 1, 0.96, 0.88, 0.81, 0.92, 0.97, 1, 1.09, 0.9, 0.79, 1.02, 1.02, 0.44, 0.76, 0.6
, , 0.55149, 0.535978, 0.5777, 1.13791, 1.09008, 0.9783, 0.96316, 0.930895, 0.99387, 0.9, 1.07139, 0.926108, 0.904031, 1.19697, 1.04447, 0.963998, 1.154, 0.966928, 0.800189, 0.906542, 0.936952, 0.942809, 1.01598, 1.01005, 0.85629, 1.00484, 1.03455, 0.656283, 0.805536, 0.752101
, 6, 0.65, 0.52, 0.84, 0.95, 0.77, 0.96, 1, 1.02, 1.16, 0.95, 0.98, 0.91, 0.77, 0.91, 0.93, 0.74, 1.09, 0.93, 1.08, 0.88, 1.02, 1.16, 1.03, 0.97, 1.05, 1.03, 0.92, 0, 0, 0
, , 0.833333, 0.758521, 0.971513, 0.9783, 0.851084, 0.952615, 1.09175, 0.984527, 1.02218, 0.957427, 0.864333, 0.995901, 0.90849, 1.10184, 0.97706, 0.811782, 0.943826, 1.0076, 1.08879, 0.879394, 0.984527, 1.01225, 1.04886, 1.05844, 1.05768, 1.02942, 1.02178, 0, 0, 0
, 7, 1.06, 1.13, 0.98, 2.04, 2.07, 2.01, 2.11, 2.13, 2.11, 2.05, 2.28, 2.16, 1.89, 1.88, 1.88, 1.83, 2.12, 2.06, 1.93, 1.94, 1.91, 2, 2.08, 2.12, 1.98, 1.85, 1.9, 0.78, 1.03, 1
