Statistic, Task, 0 min, 10 min, 20 min, 30 min, 40 min, 50 min, 60 min, 70 min, 80 min, 90 min, 100 min, 110 min,
Utilization, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 5, 0.00478055, 0.00182844, 0, 0.0212792, 0.00798084, 0.0111137, 0.0155071, 0.0225594, 0.0109846, 0.0153395, 0, 0.00480728
, , 0.0151174, 0.00578204, 0, 0.0223004, 0.0130927, 0.0156306, 0.0231575, 0.0218868, 0.0186426, 0.0267758, 0, 0.0113302
, 6, 0.00273172, 0.000672493, 0.00512527, 0.00223579, 0.00870018, 0.00566094, 0.000162582, 0.00688675, 0.00343315, 0, 0, 0
, , 0.00496427, 0.0011281, 0.0119799, 0.00416762, 0.0185932, 0.0118428, 0.000514131, 0.0150469, 0.00713055, 0, 0, 0
, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 8, 0.00896562, 0.00374678, 0.00351675, 0.0227711, 0.0023859, 0.0218802, 0.015373, 0.014973, 0.0208345, 0.0252577, 0.000372238, 0.000150604
, , 0.018015, 0.0118483, 0.0111209, 0.0699137, 0.00504074, 0.0625322, 0.0320867, 0.0363323, 0.0354435, 0.035753, 0.00117712, 0.000476252
