Statistic Type, Time (min), Rep 0, Rep 1, Rep 2, Rep 3, Rep 4, Rep 5, Rep 6, Rep 7, Rep 8, Rep 9, Rep 10, Rep 11, Rep 12, Rep 13, Rep 14, Rep 15, Rep 16, Rep 17, Rep 18, Rep 19, Rep 20, Rep 21, Rep 22, Rep 23, Rep 24, Rep 25, Rep 26, Rep 27, Rep 28, Rep 29, Rep 30, Rep 31, Rep 32, Rep 33, Rep 34, Rep 35, Rep 36, Rep 37, Rep 38, Rep 39, Rep 40, Rep 41, Rep 42, Rep 43, Rep 44, Rep 45, Rep 46, Rep 47, Rep 48, Rep 49, Rep 50, Rep 51, Rep 52, Rep 53, Rep 54, Rep 55, Rep 56, Rep 57, Rep 58, Rep 59, Rep 60, Rep 61, Rep 62, Rep 63, Rep 64, Rep 65, Rep 66, Rep 67, Rep 68, Rep 69, Rep 70, Rep 71, Rep 72, Rep 73, Rep 74, Rep 75, Rep 76, Rep 77, Rep 78, Rep 79, Rep 80, Rep 81, Rep 82, Rep 83, Rep 84, Rep 85, Rep 86, Rep 87, Rep 88, Rep 89, Rep 90, Rep 91, Rep 92, Rep 93, Rep 94, Rep 95, Rep 96, Rep 97, Rep 98, Rep 99, Mean, Std Dev
, 4, 3, 1, 4, 0, 1, 3, 4, 3, 1, 2, 3, 3, 2, 0, 1, 1, 4, 0, 1, 4, 0, 4, 1, 3, 2, 6, 7, 4, 1, 4, 2, 4, 1, 3, 2, 1, 3, 3, 2, 3, 2, 2, 3, 2, 0, 3, 2, 1, 4, 3, 4, 2, 1, 4, 0, 0, 1, 3, 2, 5, 2, 2, 2, 2, 4, 3, 4, 4, 2, 4, 2, 6, 0, 3, 2, 5, 5, 3, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 2, 0, 3, 0, 4, 5, 1, 0, 1, 2.35, 1.52007, 
, 5, 7, 7, 9, 12, 7, 9, 10, 13, 7, 7, 11, 4, 12, 7, 12, 9, 2, 7, 8, 10, 12, 3, 12, 9, 8, 10, 9, 14, 8, 9, 2, 15, 6, 10, 11, 6, 9, 10, 6, 7, 4, 11, 7, 4, 11, 6, 14, 7, 14, 14, 6, 11, 10, 11, 5, 12, 8, 5, 10, 12, 16, 12, 10, 10, 13, 10, 9, 7, 10, 10, 7, 10, 8, 6, 5, 6, 6, 10, 17, 11, 10, 6, 7, 11, 7, 5, 10, 11, 7, 11, 8, 12, 13, 10, 7, 10, 6, 12, 8, 5, 8.97, 3.00658, 
, 6, 6, 8, 8, 9, 9, 4, 8, 9, 3, 10, 6, 8, 8, 8, 10, 10, 7, 12, 9, 6, 7, 11, 6, 7, 7, 6, 10, 11, 12, 8, 9, 4, 6, 7, 7, 9, 7, 10, 13, 11, 10, 9, 9, 7, 7, 3, 13, 12, 12, 14, 10, 11, 6, 8, 8, 15, 13, 4, 9, 13, 10, 7, 6, 5, 9, 8, 5, 8, 10, 6, 11, 7, 7, 8, 6, 8, 3, 14, 9, 9, 12, 8, 10, 6, 11, 11, 8, 7, 10, 9, 4, 6, 9, 7, 8, 3, 4, 12, 7, 5, 8.32, 2.65482, 
, 7, 23, 18, 6, 21, 11, 12, 24, 17, 13, 20, 17, 11, 19, 20, 18, 15, 14, 19, 19, 13, 22, 20, 18, 17, 10, 16, 18, 14, 24, 21, 21, 20, 22, 12, 13, 16, 19, 19, 9, 19, 20, 15, 18, 16, 29, 23, 17, 22, 16, 12, 18, 25, 12, 13, 20, 11, 23, 11, 16, 17, 16, 15, 15, 15, 18, 18, 17, 13, 28, 27, 18, 22, 21, 24, 12, 19, 18, 16, 13, 13, 17, 20, 29, 20, 21, 17, 19, 19, 9, 23, 18, 22, 22, 15, 16, 24, 19, 15, 15, 14, 17.66, 4.45906, 
, 8, 5, 8, 5, 6, 7, 4, 12, 5, 10, 6, 5, 5, 7, 6, 1, 6, 9, 4, 5, 7, 11, 4, 3, 8, 3, 6, 6, 7, 4, 4, 16, 9, 5, 4, 8, 1, 3, 6, 9, 5, 10, 4, 7, 9, 4, 7, 4, 10, 5, 6, 7, 6, 6, 9, 10, 8, 7, 4, 5, 8, 4, 8, 6, 15, 2, 10, 5, 6, 3, 8, 6, 6, 7, 6, 4, 4, 3, 3, 5, 2, 9, 3, 8, 6, 7, 7, 5, 8, 4, 7, 5, 5, 6, 7, 4, 6, 10, 6, 4, 9, 6.2, 2.60148, 


Number Out, 0, 26, 28, 39, 37, 31, 33, 39, 22, 36, 35, 29, 22, 40, 34, 28, 21, 32, 37, 28, 39, 34, 23, 31, 33, 32, 35, 26, 29, 30, 30, 34, 39, 30, 35, 40, 33, 33, 29, 29, 33, 29, 30, 22, 30, 32, 43, 47, 29, 33, 27, 24, 33, 33, 33, 36, 30, 26, 30, 27, 39, 36, 28, 20, 25, 31, 21, 30, 34, 33, 19, 23, 38, 31, 32, 30, 30, 35, 30, 35, 26, 30, 42, 38, 36, 31, 35, 32, 31, 28, 30, 50, 28, 44, 39, 39, 41, 37, 31, 37, 34, 32.07, 5.78967, 
, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.29, 0.518253, 
, 2, 23, 14, 31, 19, 18, 29, 21, 19, 20, 21, 24, 12, 21, 13, 20, 20, 22, 23, 23, 23, 19, 23, 21, 30, 20, 20, 26, 28, 15, 22, 20, 20, 21, 19, 16, 22, 27, 22, 13, 16, 15, 24, 20, 23, 16, 14, 24, 23, 26, 30, 27, 20, 14, 23, 20, 18, 27, 18, 27, 25, 18, 11, 17, 23, 19, 11, 22, 16, 26, 21, 18, 19, 22, 20, 20, 18, 16, 23, 14, 16, 16, 20, 17, 16, 24, 10, 19, 18, 16, 25, 13, 17, 27, 30, 25, 19, 22, 18, 16, 26, 20.34, 4.60614, 
, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 1, 1, 0.51, 0.688946, 
, 4, 3, 1, 4, 0, 1, 3, 4, 3, 1, 2, 3, 3, 2, 0, 1, 1, 4, 0, 1, 4, 0, 4, 1, 3, 2, 6, 7, 4, 1, 4, 2, 4, 1, 3, 2, 1, 3, 3, 2, 3, 2, 2, 3, 2, 0, 3, 2, 1, 4, 3, 4, 2, 1, 4, 0, 0, 1, 3, 2, 5, 2, 2, 2, 2, 4, 3, 4, 4, 2, 4, 2, 6, 0, 3, 2, 5, 5, 3, 2, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 2, 0, 3, 0, 4, 5, 1, 0, 1, 2.35, 1.52007, 
, 5, 7, 7, 8, 11, 7, 9, 10, 13, 7, 7, 10, 4, 12, 7, 12, 8, 2, 7, 8, 10, 12, 3, 11, 9, 8, 9, 9, 12, 8, 9, 2, 14, 6, 10, 11, 6, 9, 10, 6, 7, 4, 11, 7, 4, 11, 6, 14, 7, 12, 13, 6, 11, 10, 11, 5, 12, 8, 5, 10, 11, 16, 12, 10, 10, 12, 10, 9, 7, 10, 10, 7, 10, 8, 6, 5, 5, 6, 10, 17, 11, 10, 6, 7, 11, 7, 4, 9, 11, 6, 11, 8, 12, 13, 10, 7, 10, 6, 12, 8, 5, 8.79, 2.90348, 
, 6, 6, 8, 8, 9, 9, 4, 8, 9, 3, 10, 6, 8, 8, 8, 10, 10, 7, 12, 9, 6, 7, 11, 6, 7, 7, 6, 10, 11, 12, 8, 9, 4, 6, 7, 7, 9, 7, 10, 13, 11, 10, 9, 9, 7, 7, 3, 13, 12, 12, 14, 10, 11, 6, 8, 8, 15, 13, 4, 9, 13, 10, 7, 6, 5, 9, 8, 5, 8, 10, 6, 11, 7, 7, 8, 6, 8, 3, 14, 9, 9, 12, 8, 10, 6, 11, 11, 8, 7, 10, 9, 4, 6, 9, 7, 8, 3, 4, 12, 7, 5, 8.32, 2.65482, 
, 7, 23, 18, 6, 21, 11, 12, 24, 17, 13, 20, 17, 9, 19, 20, 17, 15, 14, 19, 19, 13, 22, 20, 18, 17, 10, 16, 18, 14, 24, 21, 21, 20, 22, 12, 13, 16, 19, 19, 9, 19, 20, 15, 18, 16, 29, 23, 17, 22, 16, 12, 18, 25, 12, 13, 20, 11, 23, 11, 16, 17, 16, 15, 15, 15, 18, 16, 17, 13, 28, 27, 18, 22, 21, 24, 12, 19, 18, 16, 13, 13, 17, 20, 29, 20, 21, 17, 19, 19, 9, 23, 18, 21, 22, 15, 16, 24, 19, 15, 15, 14, 17.6, 4.48792, 
, 8, 5, 8, 5, 6, 7, 4, 12, 5, 10, 6, 5, 5, 7, 6, 1, 6, 9, 4, 5, 7, 11, 4, 3, 7, 3, 5, 6, 7, 4, 4, 16, 9, 5, 4, 8, 1, 3, 6, 9, 5, 10, 4, 7, 9, 4, 7, 4, 10, 5, 5, 7, 6, 6, 9, 10, 8, 6, 4, 5, 8, 4, 8, 6, 15, 2, 10, 5, 6, 3, 8, 6, 6, 7, 6, 3, 4, 3, 3, 5, 2, 9, 3, 8, 6, 7, 7, 5, 8, 4, 7, 5, 5, 6, 7, 4, 6, 9, 6, 4, 9, 6.14, 2.59767, 


Number Expired, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.414388, 
, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.1, 
, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0.345096, 
, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 



Statistic Type, Time (min), Rep 0, Rep 1, Rep 2, Rep 3, Rep 4, Rep 5, Rep 6, Rep 7, Rep 8, Rep 9, Rep 10, Rep 11, Rep 12, Rep 13, Rep 14, Rep 15, Rep 16, Rep 17, Rep 18, Rep 19, Rep 20, Rep 21, Rep 22, Rep 23, Rep 24, Rep 25, Rep 26, Rep 27, Rep 28, Rep 29, Rep 30, Rep 31, Rep 32, Rep 33, Rep 34, Rep 35, Rep 36, Rep 37, Rep 38, Rep 39, Rep 40, Rep 41, Rep 42, Rep 43, Rep 44, Rep 45, Rep 46, Rep 47, Rep 48, Rep 49, Rep 50, Rep 51, Rep 52, Rep 53, Rep 54, Rep 55, Rep 56, Rep 57, Rep 58, Rep 59, Rep 60, Rep 61, Rep 62, Rep 63, Rep 64, Rep 65, Rep 66, Rep 67, Rep 68, Rep 69, Rep 70, Rep 71, Rep 72, Rep 73, Rep 74, Rep 75, Rep 76, Rep 77, Rep 78, Rep 79, Rep 80, Rep 81, Rep 82, Rep 83, Rep 84, Rep 85, Rep 86, Rep 87, Rep 88, Rep 89, Rep 90, Rep 91, Rep 92, Rep 93, Rep 94, Rep 95, Rep 96, Rep 97, Rep 98, Rep 99, Mean, Std Dev
Utilization, 0, 0.311496, 0.285297, 0.311655, 0.3167, 0.279682, 0.478114, 0.486073, 0.295736, 0.330496, 0.300506, 0.311918, 0.347447, 0.375703, 0.23544, 0.347352, 0.640488, 0.241523, 0.391052, 0.325959, 0.478159, 0.359025, 0.456546, 0.245488, 0.578516, 0.233165, 0.36865, 0.343563, 0.408769, 0.267424, 0.339781, 0.324449, 0.457922, 0.19583, 0.384078, 0.502225, 0.288606, 0.484107, 0.392308, 0.346646, 0.238943, 0.309618, 0.473277, 0.349998, 0.304657, 0.2382, 0.315954, 0.551745, 0.498297, 0.365169, 0.504679, 0.367132, 0.48772, 0.271194, 0.633763, 0.428962, 0.28182, 0.545793, 0.388712, 0.442131, 0.526556, 0.264858, 0.147384, 0.356945, 0.422856, 0.255413, 0.254747, 0.421142, 0.268894, 0.456671, 0.376427, 0.386391, 0.423772, 0.382734, 0.368467, 0.329627, 0.237406, 0.342698, 0.3877, 0.19371, 0.23928, 0.487281, 0.543481, 0.416483, 0.19271, 0.410974, 0.128698, 0.34033, 0.262172, 0.367369, 0.418304, 0.290007, 0.420265, 0.556917, 0.627013, 0.486244, 0.52646, 0.303134, 0.307974, 0.342748, 0.318725, 0.368566, 0.107735, 
, 30, 0.0836745, 0.0336693, 0.14842, 0.155554, 0.0447272, 0.104045, 0.134485, 0.0285615, 0.211473, 0.105731, 0.171019, 0.0506283, 0.11817, 0.0837779, 0.138882, 0.0188011, 0.049638, 0.343058, 0.360707, 0.120265, 0.118059, 0.127356, 0.121146, 0.143202, 0.0494684, 0.0980296, 0.141582, 0.0979832, 0.173975, 0.0619197, 0.115609, 0.108194, 0.0872585, 0.119759, 0.084019, 0.130446, 0.08352, 0.148503, 0.089784, 0.249554, 0.0728132, 0.048038, 0.102368, 0.06782, 0.0448229, 0.363525, 0.1296, 0.0549299, 0.148613, 0.0570432, 0.134628, 0.0809212, 0.129993, 0.064482, 0.240048, 0.068724, 0.0922011, 0.0470414, 0.135015, 0.220479, 0.219816, 0.0348637, 0.108358, 0.0648591, 0.0753796, 0.14866, 0.0489679, 0.0761798, 0.30003, 0.189584, 0.115499, 0.331211, 0.108451, 0.119635, 0.064984, 0.131518, 0.143687, 0.0668154, 0.118895, 0.156928, 0.129004, 0.0533725, 0.136487, 0.167011, 0.173027, 0.0887039, 0.118707, 0.13074, 0.0779239, 0.119017, 0.164137, 0.0852914, 0.169478, 0.113045, 0.246307, 0.0922343, 0.154802, 0.1139, 0.0819477, 0.102413, 0.122996, 0.0697609, 
, 60, 0.0247636, 0.0338872, 0.0816411, 0.0743418, 0.0678682, 0.0393611, 0.077847, 0.122031, 0.0724681, 0.179706, 0.0265533, 0.0635625, 0.0984245, 0.0831334, 0.0496445, 0.0640577, 0.115222, 0.0998564, 0.130042, 0.108824, 0.0663053, 0.194165, 0.117373, 0.145753, 0.213591, 0.068797, 0.497395, 0.119619, 0.0968307, 0.120995, 0.167457, 0.134512, 0.171777, 0.0465284, 0.0559968, 0.0336442, 0.0671611, 0.104501, 0.0385162, 0.0930269, 0.133539, 0.032813, 0.072492, 0.0194804, 0.187866, 0.103042, 0.130359, 0.0783721, 0.341539, 0.0632596, 0.152832, 0.0754776, 0.262137, 0.0950366, 0.157176, 0.0722338, 0.0488533, 0.0302678, 0.0957336, 0.0526092, 0.426744, 0.12585, 0.0694847, 0.0293596, 0.101316, 0.123272, 0.0863604, 0.0768387, 0.0915244, 0.0838894, 0.06235, 0.0933431, 0.118208, 0.0751776, 0.042676, 0.180502, 0.200984, 0.0735414, 0.0440404, 0.0714434, 0.172915, 0.102728, 0.0575846, 0.0544379, 0.0945093, 0.0363402, 0.0803382, 0.118598, 0.126824, 0.231901, 0.100304, 0.0525696, 0.196453, 0.158597, 0.0746541, 0.131626, 0.150121, 0.0261078, 0.0889285, 0.0556705, 0.106604, 0.0757141, 
, 90, 0.581578, 0.371684, 0.532661, 0.454312, 0.372016, 0.574992, 0.314944, 0.285226, 0.416407, 0.334264, 0.409969, 0.0267189, 0.454498, 0.354258, 0.410691, 0.176358, 0.493283, 0.370075, 0.313775, 0.273902, 0.353768, 0.417374, 0.396828, 0.35981, 0.314525, 0.446217, 0.50595, 0.539405, 0.311654, 0.278574, 0.363155, 0.374731, 0.504651, 0.405066, 0.316454, 0.527964, 0.530546, 0.258803, 0.151957, 0.210072, 0.36289, 0.42403, 0.475937, 0.519304, 0.347779, 0.284885, 0.474624, 0.35448, 0.454098, 0.584562, 0.350395, 0.401621, 0.310233, 0.290408, 0.252051, 0.309456, 0.563952, 0.339431, 0.458053, 0.303557, 0.266812, 0.219589, 0.23317, 0.310442, 0.474636, 0.0757759, 0.273614, 0.359667, 0.472336, 0.341976, 0.314329, 0.230299, 0.407119, 0.518618, 0.450134, 0.474378, 0.317917, 0.337038, 0.215618, 0.276814, 0.322966, 0.30051, 0.377566, 0.31042, 0.415782, 0.39014, 0.440355, 0.344689, 0.185604, 0.482203, 0.352633, 0.36411, 0.336826, 0.409187, 0.502709, 0.384009, 0.279797, 0.302537, 0.233876, 0.645705, 0.369028, 0.110647, 


Avg Service Time, 0, 2.60561, 3.25317, 5.85631, 5.1405, 5.24409, 3.76477, 6.1832, 3.50291, 4.55635, 3.99381, 2.58761, 2.83591, 4.91186, 5.35663, 4.53985, 2.27416, 3.20616, 5.95503, 3.62544, 4.72026, 5.33267, 3.26818, 5.22754, 4.87036, 3.58349, 3.93279, 3.62611, 4.49223, 4.96807, 3.68061, 4.72605, 5.46803, 3.59851, 4.64335, 6.40443, 3.32326, 4.65567, 5.87388, 3.00273, 3.34096, 3.83469, 3.07457, 2.83184, 4.43688, 4.42225, 7.29017, 6.36449, 4.26512, 4.56942, 3.66402, 3.49722, 4.7987, 4.85941, 4.72581, 4.36455, 4.75867, 2.96253, 3.10731, 2.99314, 5.01758, 3.97254, 3.01819, 2.99156, 2.60149, 3.96859, 2.34566, 3.60002, 3.60332, 4.30446, 2.46291, 3.39257, 4.20422, 4.86287, 4.52092, 3.20097, 3.87971, 5.01985, 3.40876, 3.20092, 3.06996, 3.76013, 5.25776, 5.0567, 4.63209, 5.24091, 5.62611, 5.30401, 2.75341, 3.29392, 3.44589, 6.82316, 4.03465, 4.62974, 4.81551, 6.57115, 6.51084, 4.49405, 2.93764, 3.29769, 5.44996, 4.23536, 1.11076, 
, 1, 0, 0, 0, 2.11332, 0, 0, 0, 0.368851, 0, 0, 0, 0, 0, 1.37191, 0, 0, 0, 5.04827, 4.60188, 0, 0, 0, 0, 0, 3.87787, 0, 15.6542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71535, 0, 0, 5.70019, 0, 0, 0, 9.84893, 0, 7.2414, 0, 0.829979, 0, 0, 1.45585, 13.5373, 0, 1.90842, 0, 0, 3.22873, 0, 0, 2.55338, 1.69954, 0, 4.26675, 0, 0, 0, 3.79542, 0, 0, 0.446701, 0, 0, 0, 0, 0, 0, 1.72343, 0.822983, 0, 2.83691, 7.55061, 2.26597, 0, 0, 0, 0, 0, 0, 0.820923, 0, 0, 1.12285, 2.71743, 
, 2, 23.1746, 16.1607, 24.7123, 19.8535, 16.6568, 28.6705, 20.985, 15.5847, 24.0642, 20.3165, 22.2747, 9.98261, 23.265, 14.094, 21.4252, 22.329, 21.5563, 22.6792, 22.2472, 21.7134, 19.1636, 26.8593, 19.3596, 29.238, 13.9138, 21.7622, 21.5449, 27.4056, 16.9944, 17.4129, 21.5202, 22.1996, 23.0908, 21.4933, 20.0726, 24.3573, 27.588, 18.2707, 14.5252, 17.2058, 19.7876, 23.6113, 22.7797, 21.5317, 17.2898, 14.1438, 30.3224, 22.0834, 25.4857, 30.4741, 23.2431, 23.3241, 12.625, 24.6675, 18.5636, 15.4885, 29.5852, 18.6697, 27.7435, 22.8671, 14.7504, 9.84057, 15.9538, 20.6851, 20.2054, 10.2687, 18.7824, 17.7441, 27.8433, 21.2801, 19.476, 19.8162, 22.9511, 24.7863, 21.4646, 19.1712, 19.5727, 19.3236, 11.5567, 17.1588, 26.2362, 22.6111, 20.7505, 14.8927, 25.3223, 9.36964, 21.3305, 20.4784, 14.3604, 23.5784, 16.0939, 20.329, 30.8462, 31.5266, 30.0444, 23.4353, 18.0564, 17.3942, 17.8188, 24.5381, 20.8165, 4.88441, 
, 3, 0.922287, 0, 0, 0, 0, 0.599693, 0, 0, 0.997879, 0.350952, 0.422493, 0, 0.271446, 0, 0.48748, 0.825348, 0, 1.02567, 1.41546, 0.448792, 0, 1.60381, 0, 0.238815, 0.965073, 0, 0, 0, 0, 0, 0, 0.730301, 0.540123, 0, 0, 0, 0, 0, 0, 0, 0, 0.522911, 1.27116, 0, 0, 0.396835, 0, 0.792824, 0, 0, 0.388016, 0, 0.498955, 0.743065, 0, 0, 0.394615, 0.845627, 1.23628, 0, 1.69291, 0, 0, 0, 0, 0, 0, 0, 1.19137, 0.83947, 0, 0, 0, 0, 0.333229, 0, 0.668953, 0.260025, 0, 0.59034, 0, 0, 1.12177, 0, 0.26683, 0.208931, 0, 0, 0, 0, 0, 0.343109, 0, 0.316345, 0.688583, 0, 0.289558, 0, 0.189644, 1.55603, 0.29493, 0.438564, 
, 4, 1.10343, 0.386667, 1.50201, 0, 0.470875, 0.848648, 1.4385, 0.867805, 0.144875, 0.691219, 0.936312, 0.826038, 0.473793, 0, 0.290726, 0.233795, 0.951492, 0, 0.280807, 1.19351, 0, 1.31544, 0.359676, 0.843746, 0.637001, 1.80522, 2.12674, 1.48964, 0.129608, 1.42173, 0.526638, 1.55324, 0.162682, 0.738932, 0.618462, 0.34045, 0.934044, 0.853436, 0.597321, 0.8272, 0.500031, 0.414856, 0.955849, 0.450287, 0, 0.882782, 0.418411, 0.106472, 1.1288, 1.22285, 1.06726, 0.801697, 0.105957, 0.902294, 0, 0, 0.25108, 1.02703, 0.390888, 1.61217, 0.236675, 0.432884, 0.549709, 0.411615, 1.60904, 0.991108, 1.04902, 1.29397, 0.709095, 1.36722, 0.790104, 1.68296, 0, 1.0569, 0.323338, 1.47479, 1.42738, 0.64415, 0.464233, 0, 0.916092, 0.630882, 0.41148, 0.486996, 0.502872, 0.76733, 0.264984, 0.942017, 0.594742, 0.881969, 0.444328, 0.626469, 0, 1.09824, 0, 0.635315, 1.85653, 0.44186, 0, 0.460453, 0.706372, 0.503258, 
