Statistic Type, Time (min), Rep 0, Rep 1, Rep 2, Rep 3, Rep 4, Rep 5, Rep 6, Rep 7, Rep 8, Rep 9, Rep 10, Rep 11, Rep 12, Rep 13, Rep 14, Rep 15, Rep 16, Rep 17, Rep 18, Rep 19, Rep 20, Rep 21, Rep 22, Rep 23, Rep 24, Rep 25, Rep 26, Rep 27, Rep 28, Rep 29, Rep 30, Rep 31, Rep 32, Rep 33, Rep 34, Rep 35, Rep 36, Rep 37, Rep 38, Rep 39, Rep 40, Rep 41, Rep 42, Rep 43, Rep 44, Rep 45, Rep 46, Rep 47, Rep 48, Rep 49, Rep 50, Rep 51, Rep 52, Rep 53, Rep 54, Rep 55, Rep 56, Rep 57, Rep 58, Rep 59, Rep 60, Rep 61, Rep 62, Rep 63, Rep 64, Rep 65, Rep 66, Rep 67, Rep 68, Rep 69, Rep 70, Rep 71, Rep 72, Rep 73, Rep 74, Rep 75, Rep 76, Rep 77, Rep 78, Rep 79, Rep 80, Rep 81, Rep 82, Rep 83, Rep 84, Rep 85, Rep 86, Rep 87, Rep 88, Rep 89, Rep 90, Rep 91, Rep 92, Rep 93, Rep 94, Rep 95, Rep 96, Rep 97, Rep 98, Rep 99, Mean, Std Dev
, 5, 20.015, 23.7731, 21.5314, 17.6577, 22.4822, 23.9027, 14.4574, 14.2024, 18.5935, 18.47, 19.1538, 22.1873, 14.7886, 22.3888, 18.4444, 18.7962, 19.9397, 25.488, 23.9126, 24.0369, 15.6585, 22.3125, 16.9779, 21.5311, 15.8852, 21.8371, 20.225, 26.4479, 23.0218, 19.7916, 19.1596, 22.3391, 18.3002, 22.4639, 15.318, 17.7433, 20.6351, 15.9929, 25.8184, 19.9797, 20.2105, 20.7175, 21.6651, 19.8247, 24.7235, 15.1622, 14.7803, 19.9397, 19.7475, 19.1673, 21.5335, 21.9585, 23.3941, 16.3352, 14.697, 20.8802, 20.3309, 19.4677, 22.3102, 22.8321, 19.638, 23.9883, 25.8484, 21.7111, 18.8117, 20.6677, 20.6197, 23.163, 20.5748, 26.5105, 21.0489, 17.0273, 17.0007, 22.1801, 27.1248, 20.5331, 21.1675, 23.7374, 18.8427, 20.5574, 13.7923, 17.6796, 18.2338, 21.6399, 18.1082, 16.7412, 22.107, 16.3414, 21.722, 22.1329, 22.62, 25.4953, 20.1787, 23.4626, 21.6162, 22.7681, 23.12, 23.0402, 23.426, 18.3208, 20.4864, 3.05594, 
, 6, 9.51097, 10.9029, 6.94801, 9.90251, 9.27344, 12.6054, 8.4058, 9.44962, 7.66966, 10.5345, 9.77802, 10.4714, 10.6871, 11.0649, 6.91728, 9.30203, 11.6143, 7.25275, 10.0718, 7.04033, 8.20042, 7.80431, 7.30471, 7.61788, 11.7577, 9.25671, 11.0558, 9.42101, 10.4606, 9.07037, 9.28323, 9.47755, 9.93112, 9.53793, 9.65828, 8.84799, 8.80535, 10.2064, 6.42463, 9.70013, 9.4466, 9.42601, 12.3044, 7.139, 6.23099, 6.92647, 8.28927, 8.56005, 10.0773, 7.76668, 8.79881, 5.9519, 9.44275, 6.89631, 10.4464, 9.77753, 8.78376, 6.61112, 9.73818, 6.54829, 8.95423, 8.95232, 11.3099, 8.88232, 7.66518, 11.3724, 6.85478, 8.42982, 11.4105, 7.80191, 10.3969, 8.86934, 10.105, 8.86956, 6.30022, 12.1233, 9.1156, 8.31161, 7.97726, 9.96657, 10.6708, 8.56268, 10.0374, 7.63741, 7.2941, 8.19298, 8.38464, 9.8377, 10.8798, 9.60382, 6.07128, 9.13723, 7.90143, 9.1255, 6.78046, 7.5118, 7.57716, 11.3901, 6.40595, 9.78279, 8.9884, 1.55912, 
, 7, 15.7029, 12.9747, 17.3864, 16.21, 14.6189, 10.9825, 14.0811, 13.1983, 12.8191, 13.1041, 15.5837, 14.1247, 16.1939, 15.4299, 14.9134, 12.7055, 13.9739, 11.2798, 16.749, 15.4967, 14.2632, 13.0802, 12.3209, 13.2433, 15.8329, 13.6001, 13.3185, 13.1732, 13.8658, 11.8875, 14.4208, 13.4935, 17.2361, 11.9716, 13.6182, 12.6856, 12.7845, 14.1515, 17.5368, 13.6322, 14.9645, 10.5084, 19.9188, 11.1642, 11.8574, 14.9821, 12.8544, 13.6612, 15.4015, 12.3246, 13.1709, 15.2296, 13.609, 14.6473, 13.6189, 14.4707, 16.092, 15.6059, 13.0198, 14.3469, 14.1977, 11.4649, 12.5034, 15.634, 12.0366, 15.4074, 15.1807, 11.4948, 12.2119, 11.5093, 16.5916, 12.1877, 14.2284, 17.0678, 13.4032, 12.86, 13.8738, 16.5625, 14.8105, 12.7209, 18.2264, 12.4423, 13.2153, 12.2582, 15.4129, 14.8085, 14.1707, 13.3899, 14.4168, 13.2514, 14.9545, 13.3125, 15.0684, 14.7511, 13.3594, 12.2984, 14.1968, 14.5214, 12.6075, 13.199, 14.009, 1.70153, 
, 8, 16.1513, 12.0084, 15.6686, 16.9118, 16.8756, 12.2405, 15.7333, 16.1732, 12.9629, 24.6762, 15.6394, 9.6891, 14.6847, 6.8212, 10.5941, 19.7996, 13.144, 15.0673, 13.285, 16.8678, 8.67227, 19.7107, 14.4924, 13.2703, 16.2286, 19.9582, 11.8809, 15.5159, 13.5428, 27.5108, 12.8698, 17.8837, 8.61383, 19.3091, 20.7434, 12.001, 17.8535, 14.5119, 11.4836, 17.9943, 15.6606, 10.4002, 15.8265, 14.7922, 12.7166, 21.1809, 13.5164, 13.026, 13.4592, 17.6525, 11.3789, 11.2739, 18.9255, 13.2815, 16.8157, 19.3335, 16.3309, 13.8171, 18.28, 16.4363, 19.9674, 17.3353, 16.6578, 22.3768, 18.4497, 15.8702, 12.2955, 12.1328, 18.1153, 9.90277, 15.9311, 11.8497, 19.5276, 16.1738, 10.0531, 13.8656, 12.6923, 13.7377, 11.2106, 15.3428, 18.6201, 15.2409, 15.8097, 16.6395, 14.959, 16.9763, 14.9433, 12.6843, 17.4375, 10.4488, 11.6372, 17.0425, 16.8297, 17.4601, 18.6402, 8.7247, 10.8735, 16.5511, 14.8925, 16.2355, 15.1928, 3.51062, 


Avg Wait Time, 0, 13.6853, 1.15276, 1.75344, 3.6303, 87.9534, 24.3698, 0.380936, 1.81755, 5.2911, 155.622, 1.03661, 0.622772, 5.50013, 3.5752, 0.704193, 0.86557, 76.216, 0.37516, 3.20971, 0.291321, 0.705611, 13.762, 9.68566, 2.8459, 6.66229, 10.5141, 0.668091, 29.9476, 0.540924, 1.01882, 0.0141907, 0.247467, 15.2908, 2.21083, 237.199, 4.54626, 2.05396, 0.17804, 0.676914, 5.06462, 2.12614, 21.1605, 0.435455, 0.607903, 0.551224, 0.385864, 2.10533, 4.25214, 0.569073, 25.5906, 20.8907, 2.86345, 1.25217, 3.34708, 4.59454, 29.3021, 8.07819, 61.1087, 1.88868, 15.3585, 20.1865, 44.5922, 0.741563, 1.26343, 2.40614, 11.8755, 1.15569, 30.4363, 61.6051, 6.75674, 17.2403, 88.8667, 119.653, 0.589478, 2.20324, 0.656441, 1.85191, 90.0714, 455.72, 4.01723, 12.9861, 0.653793, 0.0202904, 1.57344, 2.89062, 1.90403, 2.71394, 14.7248, 4.05109, 11.381, 18.2022, 14.0411, 5.30639, 0.382671, 2.56268, 10.69, 0.858109, 2.00282, 14.5522, 12.5681, 20.3431, 55.8606, 
, 1, 0, 0.248138, 0, 0, 3.21544, 0, 0, 0, 0.27066, 0.377411, 0, 0, 0, 0, 0, 0, 0.273224, 0, 0, 0.49688, 0, 0.573547, 0.352325, 0, 0, 0.138336, 0.340836, 0, 0.193268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.183258, 0, 0, 0.311218, 0.36554, 0, 0.295197, 0, 0.877625, 0, 0.227539, 0.12912, 0, 0.352737, 0, 0, 0.338409, 0.19751, 3.96266, 0, 0.140015, 0.64901, 0, 0, 0.292633, 0, 0.28627, 0, 0, 0.19104, 1.07872, 0.383209, 0, 0, 0, 0, 2.79413, 1.79245, 0, 0, 0, 0, 0, 0.368141, 0.201965, 0, 0.230896, 0, 0, 0, 0, 0, 0.337585, 0.251556, 0, 0.229797, 0, 0, 0, 0.229483, 0.610539, 
, 2, 6.11117, 20.4809, 40.7607, 17.8461, 64.9161, 24.1454, 3.42279, 16.3124, 26.9242, 57.4589, 14.9685, 6.86415, 7.69602, 6.69878, 20.6907, 5.64107, 13.9995, 14.2424, 9.69834, 8.64488, 8.17028, 2.55414, 10.3781, 7.61518, 16.1011, 7.23979, 6.06556, 12.4989, 8.00719, 7.2751, 9.27184, 4.46654, 5.48717, 13.6684, 4.40373, 7.54427, 15.6954, 11.7998, 4.51846, 40.7321, 10.2766, 11.3021, 15.4808, 22.3421, 7.95351, 11.4134, 9.41137, 6.43334, 37.5691, 16.6723, 24.5395, 20.9604, 5.44522, 6.14034, 6.05316, 11.4085, 8.75298, 39.7699, 14.2402, 13.83, 6.9433, 22.0899, 7.74335, 9.68923, 9.3283, 8.28203, 19.9398, 20.5977, 84.2247, 20.2408, 15.6625, 11.2561, 30.5042, 5.45117, 3.68738, 9.67645, 15.6744, 71.4364, 105.408, 12.7804, 14.2619, 49.5774, 13.8526, 19.6138, 12.105, 17.627, 36.9867, 13.3014, 7.35621, 21.889, 62.859, 23.4425, 22.2723, 14.4782, 24.8143, 5.91408, 26.5571, 25.5558, 13.0471, 37.042, 18.4418, 17.5043, 
, 3, 0, 0, 0, 0, 8.58289, 0, 0, 0.680908, 6.60052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32568, 0, 0, 0, 0, 0, 0, 0, 0.636963, 0, 0, 0, 0, 0, 0, 0, 0.460449, 0, 0, 2.24384, 4.69171, 0, 0, 0, 1.64258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.395447, 0, 0, 0, 0, 0, 0, 0, 1.48511, 0, 0, 0, 0, 3.44812, 0, 0, 0, 0, 0, 0.357028, 1.28563, 
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.123291, 0, 0.0152283, 0, 0, 0.281799, 0, 0, 0, 0, 0, 0, 0.455872, 0, 0, 0, 0.0397034, 0, 0, 0, 0.133118, 0, 0, 0, 0.390869, 0, 0, 0, 0, 0, 0, 0, 0, 0.19516, 0, 0, 0, 0.399338, 0.143593, 0, 0, 0, 0, 0, 0, 0, 0.295738, 0, 0, 0, 0, 0, 0, 0.2005, 0, 0, 0, 0, 0, 0, 0, 0.098938, 0, 0, 0, 0, 0, 0, 0.331741, 0, 0.345337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0345023, 0.0974749, 
, 5, 0.996765, 1.40875, 0.232635, 0.349819, 0.294113, 0.791367, 1.1384, 0.367157, 0.835602, 1.47629, 0.681808, 1.03788, 0.801025, 0.910172, 0.482239, 2.08821, 0.819046, 1.87408, 0.523895, 0.634598, 0, 0.498184, 1.37083, 0.185944, 0.899384, 0.690613, 1.15628, 1.56254, 0.919952, 0.25647, 1.69598, 2.10757, 0.696503, 0.60582, 1.26224, 0.149658, 1.01572, 0.248871, 0, 0.473251, 0.573563, 0.376526, 0, 0.540085, 0.50721, 0.187622, 0.610321, 0.621216, 1.19852, 0.76059, 0.520489, 0.660522, 0.399117, 0.286682, 0.362564, 0.756744, 0.578217, 1.13412, 0.307373, 0.950909, 1.39732, 1.73419, 1.42791, 1.40301, 0, 1.79512, 0, 0.29776, 1.2316, 0.496948, 1.61476, 0.460693, 0.847618, 0.540245, 0.479233, 0.0820347, 1.12523, 1.09808, 0.908394, 1.39795, 0.854116, 0.866646, 1.6912, 0.413734, 1.36771, 0.627014, 0.587555, 0, 1.14096, 0.61438, 0.488815, 0.252335, 0, 0.600098, 0.53772, 0.607193, 0.592712, 0.579468, 1.1853, 0.911484, 0.771286, 0.501502, 
, 6, 1.91165, 1.02585, 1.23315, 0.944351, 1.36908, 2.23478, 0.725937, 0.113739, 0.404556, 1.04369, 0.912781, 1.43894, 0.873596, 0.64402, 1.14792, 1.75757, 1.31807, 0.633835, 1.54336, 1.90311, 1.08627, 1.30886, 2.00871, 0.85463, 1.34082, 3.36813, 0.30014, 2.0039, 2.69871, 2.26435, 2.21037, 1.57091, 0.590073, 2.2235, 1.63733, 0.757599, 0.333618, 3.83665, 0.238281, 1.17245, 1.62903, 0.453125, 0.781464, 0.95182, 1.01047, 0.820389, 0.634308, 0.723572, 1.36423, 0.800751, 1.23509, 0.0355225, 1.27036, 0.0472107, 1.80685, 4.00597, 1.3956, 0.81086, 2.21709, 1.68143, 1.19544, 1.59465, 1.25012, 1.89381, 3.48478, 0.274162, 0, 1.46144, 0.919754, 0.945206, 0.809444, 0.396381, 0.404167, 1.68813, 1.3978, 2.61679, 0.546326, 1.4112, 1.11539, 1.88986, 2.10612, 0.244293, 0.288681, 1.64253, 0.575831, 0.049221, 0.623718, 2.81522, 0.687323, 0.250122, 1.56612, 1.23519, 0, 0.697929, 0.835938, 0.550812, 0.630249, 2.09851, 0.815445, 0.91967, 1.22588, 0.823281, 
, 7, 12.9253, 12.6129, 13.2657, 11.6181, 82.6652, 42.0632, 0.602638, 4.73378, 12.7155, 140.298, 2.41593, 0.937788, 10.0849, 4.48028, 7.2311, 0.554291, 51.4177, 1.20048, 5.74874, 1.50169, 6.18935, 2.16636, 3.82898, 2.54595, 3.82337, 12.8775, 2.21109, 19.1525, 21.8584, 3.84135, 5.66649, 5.19777, 10.767, 0.479748, 176.083, 9.63432, 12.807, 0.670982, 5.76648, 40.3083, 6.2703, 2.04451, 1.43844, 1.6019, 2.35722, 4.01408, 3.4613, 7.933, 5.85903, 14.4802, 47.6372, 6.88414, 6.23725, 7.08332, 13.8382, 19.1314, 7.22083, 45.0955, 4.39156, 12.8254, 65.8375, 46.4284, 3.75363, 4.75345, 1.48731, 7.92803, 18.2215, 29.859, 80.5417, 18.4269, 25.0403, 37.8465, 113.275, 1.20988, 3.17085, 3.22041, 4.45348, 127.768, 796.841, 3.16908, 4.26895, 0.70874, 0.879868, 3.46054, 21.3743, 15.2037, 1.45402, 16.0468, 29.3383, 10.0751, 51.5898, 25.7652, 4.9156, 1.14725, 6.48562, 6.3905, 22.1109, 0.894714, 15.3609, 5.18019, 26.2064, 83.4914, 
, 8, 0.185852, 1.26715, 0.153336, 0.757431, 2.1468, 0.0542297, 0.683517, 0.247986, 0.496704, 1.512, 0.606628, 0.564758, 0, 0.343552, 0.154861, 0, 0.041204, 0.197449, 0.711472, 0.416847, 0.234642, 1.70003, 0, 1.15854, 0, 1.13107, 0.238953, 0.757156, 0.936432, 1.50368, 0.163727, 0.567848, 1.15485, 0.611267, 1.35796, 0.239166, 0.731386, 0.308289, 0, 2.24844, 1.85309, 0.602203, 1.09549, 0.770889, 0.00549316, 0.218758, 0.354187, 0.956863, 0, 0.243591, 0.466141, 0.400146, 0.820251, 0.214813, 0.515926, 0.385559, 0.288635, 1.56605, 2.76963, 0.563965, 0.674652, 0.284363, 0, 0.97131, 0.398872, 0.498474, 0.481033, 1.04533, 2.25227, 0.958523, 0.557068, 0.118675, 2.29384, 0.597107, 0.607468, 0, 0.307526, 0.658051, 0, 0.0458984, 0.491638, 0.908554, 0.608978, 0.708221, 0.455414, 1.68525, 0.193634, 0, 0.578306, 0.998169, 1.20709, 0.443893, 1.12178, 1.44293, 1.82314, 0.317566, 1.1792, 0.654785, 0, 0.660416, 0.679063, 0.604487, 


Number In, 0, 162, 152, 167, 155, 149, 169, 143, 140, 167, 157, 148, 138, 152, 141, 152, 136, 136, 145, 152, 140, 148, 147, 161, 157, 156, 153, 137, 153, 149, 167, 159, 146, 148, 162, 159, 144, 153, 157, 150, 119, 161, 148, 139, 155, 141, 152, 167, 128, 138, 155, 151, 164, 164, 131, 159, 155, 135, 153, 155, 146, 148, 150, 157, 145, 143, 155, 165, 152, 150, 147, 160, 162, 137, 148, 161, 145, 157, 150, 147, 164, 159, 130, 131, 169, 127, 176, 150, 147, 150, 138, 136, 130, 162, 185, 150, 149, 133, 134, 140, 166, 150.28, 11.5497, 
, 1, 3, 3, 0, 8, 6, 3, 2, 2, 2, 4, 0, 0, 3, 3, 2, 2, 4, 2, 2, 1, 0, 4, 1, 1, 2, 4, 2, 3, 1, 3, 1, 0, 1, 1, 2, 3, 1, 0, 1, 1, 1, 2, 1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 1, 2, 4, 5, 2, 4, 2, 6, 3, 5, 2, 0, 1, 1, 3, 3, 3, 1, 3, 3, 3, 0, 2, 0, 2, 3, 2, 2, 1, 1, 1, 2, 1, 3, 0, 3, 1, 2, 5, 2, 2, 1, 1, 3, 2, 1, 3, 3, 2.18, 1.44516, 
, 2, 35, 55, 50, 56, 48, 47, 43, 36, 47, 56, 49, 45, 43, 42, 43, 35, 45, 46, 43, 42, 44, 42, 38, 44, 37, 39, 38, 50, 43, 44, 44, 35, 35, 39, 37, 40, 53, 48, 39, 48, 53, 39, 53, 40, 37, 43, 40, 53, 42, 46, 57, 48, 39, 42, 51, 35, 41, 39, 56, 40, 33, 47, 42, 42, 41, 42, 43, 42, 46, 53, 38, 37, 57, 34, 40, 40, 38, 55, 47, 43, 35, 57, 56, 49, 48, 38, 59, 40, 47, 42, 51, 54, 43, 39, 51, 33, 44, 50, 50, 56, 44.39, 6.57957, 
, 3, 3, 1, 1, 0, 2, 0, 2, 4, 5, 5, 0, 3, 2, 1, 1, 0, 2, 0, 3, 0, 0, 0, 1, 3, 1, 1, 1, 1, 3, 1, 0, 1, 4, 1, 0, 2, 2, 0, 0, 0, 2, 2, 0, 3, 2, 4, 2, 2, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 1, 1, 3, 2, 1, 1, 3, 1, 1, 0, 2, 0, 2, 2, 5, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 0, 0, 5, 1, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 0, 1.48, 1.30639, 
, 4, 21, 23, 23, 22, 21, 21, 19, 23, 23, 27, 28, 26, 26, 24, 20, 16, 18, 16, 22, 22, 14, 25, 22, 16, 19, 24, 18, 22, 20, 26, 25, 20, 29, 23, 18, 30, 21, 19, 27, 19, 21, 26, 20, 17, 21, 21, 24, 29, 26, 23, 22, 29, 25, 19, 33, 19, 22, 20, 28, 22, 23, 22, 24, 29, 20, 23, 22, 25, 24, 21, 28, 21, 17, 19, 21, 20, 20, 33, 29, 26, 23, 23, 33, 27, 30, 18, 24, 21, 24, 21, 29, 26, 20, 27, 19, 17, 17, 22, 27, 20, 22.8, 4.02015, 
, 5, 66, 79, 66, 56, 72, 82, 53, 47, 67, 63, 60, 75, 51, 75, 58, 66, 65, 85, 84, 78, 56, 75, 55, 71, 52, 71, 64, 83, 78, 69, 68, 76, 64, 75, 56, 60, 69, 60, 84, 69, 68, 67, 71, 66, 80, 56, 51, 68, 63, 65, 81, 75, 77, 56, 53, 69, 67, 62, 76, 77, 67, 80, 83, 73, 67, 69, 72, 73, 72, 89, 68, 57, 56, 78, 86, 68, 69, 81, 63, 65, 55, 65, 65, 72, 60, 59, 74, 57, 64, 73, 76, 81, 65, 78, 75, 71, 71, 76, 73, 64, 68.61, 9.16173, 
, 6, 72, 75, 62, 76, 69, 86, 69, 61, 60, 72, 61, 64, 84, 79, 58, 72, 83, 63, 77, 63, 63, 61, 69, 62, 73, 60, 80, 78, 81, 66, 60, 67, 78, 70, 79, 69, 63, 73, 62, 70, 70, 64, 79, 71, 60, 51, 61, 64, 75, 71, 66, 53, 71, 64, 64, 76, 62, 55, 71, 58, 81, 69, 77, 60, 57, 70, 44, 62, 69, 70, 78, 64, 73, 64, 52, 77, 66, 67, 54, 75, 72, 57, 73, 59, 49, 65, 59, 81, 81, 60, 58, 72, 57, 58, 54, 65, 55, 69, 54, 73, 66.96, 8.72002, 
, 7, 149, 132, 161, 156, 152, 120, 126, 141, 130, 132, 155, 137, 153, 151, 137, 132, 136, 130, 141, 147, 140, 122, 145, 133, 146, 142, 120, 148, 138, 117, 140, 146, 146, 127, 137, 129, 115, 151, 159, 122, 149, 125, 173, 115, 140, 145, 136, 147, 149, 135, 128, 130, 134, 147, 155, 129, 130, 157, 142, 135, 142, 128, 138, 144, 141, 148, 162, 125, 128, 136, 143, 136, 140, 166, 132, 137, 137, 147, 138, 120, 150, 126, 145, 132, 160, 151, 134, 132, 147, 146, 147, 160, 140, 132, 138, 130, 143, 150, 128, 150, 139.71, 11.6544, 
, 8, 43, 40, 45, 42, 53, 38, 46, 47, 44, 62, 54, 38, 49, 32, 39, 55, 48, 39, 54, 40, 42, 51, 40, 36, 48, 52, 39, 50, 41, 59, 43, 47, 40, 48, 55, 48, 48, 44, 36, 45, 41, 35, 44, 47, 34, 56, 43, 47, 42, 53, 40, 45, 61, 40, 48, 57, 48, 43, 56, 46, 58, 46, 42, 50, 54, 48, 49, 44, 51, 42, 44, 40, 46, 45, 36, 38, 34, 42, 42, 46, 50, 49, 49, 50, 44, 49, 53, 41, 45, 40, 38, 51, 56, 46, 52, 32, 35, 52, 43, 42, 45.6, 6.52733, 


Number Out, 0, 161, 152, 167, 153, 146, 168, 143, 139, 167, 149, 148, 138, 152, 141, 151, 136, 132, 144, 152, 140, 148, 143, 160, 156, 154, 153, 137, 150, 149, 167, 159, 146, 147, 162, 151, 144, 153, 157, 149, 119, 161, 146, 139, 155, 141, 151, 167, 128, 137, 154, 149, 164, 164, 130, 158, 152, 135, 150, 155, 145, 148, 147, 157, 145, 143, 155, 165, 151, 145, 146, 157, 154, 131, 148, 161, 145, 156, 145, 133, 164, 158, 129, 131, 169, 126, 176, 150, 147, 149, 137, 136, 129, 162, 185, 150, 147, 133, 134, 140, 165, 149.13, 11.7091, 
, 1, 3, 3, 0, 7, 4, 3, 2, 2, 1, 3, 0, 0, 3, 3, 2, 2, 3, 1, 2, 1, 0, 4, 0, 1, 2, 3, 2, 3, 0, 3, 1, 0, 1, 1, 2, 3, 1, 0, 1, 1, 1, 1, 1, 2, 3, 3, 2, 3, 3, 2, 3, 2, 0, 2, 4, 5, 2, 4, 1, 6, 3, 4, 0, 0, 1, 1, 3, 3, 3, 1, 2, 1, 2, 0, 2, 0, 2, 3, 2, 2, 1, 1, 1, 2, 0, 2, 0, 3, 1, 2, 5, 2, 2, 0, 0, 3, 1, 1, 3, 3, 1.92, 1.40475, 
, 2, 35, 53, 50, 52, 48, 46, 43, 36, 47, 56, 49, 43, 43, 42, 43, 35, 44, 44, 43, 41, 44, 42, 37, 43, 37, 39, 37, 50, 38, 44, 43, 34, 35, 39, 37, 40, 52, 48, 39, 48, 53, 39, 53, 39, 36, 43, 39, 52, 41, 45, 57, 47, 39, 42, 51, 35, 41, 38, 55, 40, 32, 46, 42, 41, 40, 42, 43, 42, 46, 53, 36, 35, 54, 34, 40, 38, 37, 55, 47, 42, 33, 56, 54, 49, 48, 37, 59, 39, 47, 42, 51, 54, 43, 38, 51, 33, 42, 48, 50, 53, 43.76, 6.52597, 
, 3, 3, 1, 1, 0, 2, 0, 2, 4, 5, 5, 0, 3, 2, 1, 1, 0, 1, 0, 3, 0, 0, 0, 1, 2, 1, 1, 1, 1, 3, 1, 0, 1, 4, 1, 0, 2, 2, 0, 0, 0, 2, 2, 0, 3, 2, 4, 2, 2, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 1, 1, 3, 2, 1, 1, 3, 1, 1, 0, 2, 0, 2, 2, 4, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 0, 0, 5, 1, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 0, 1.45, 1.27426, 
, 4, 21, 23, 23, 22, 21, 21, 19, 23, 23, 27, 28, 26, 26, 24, 20, 16, 18, 16, 22, 22, 14, 25, 22, 16, 19, 24, 18, 22, 20, 26, 25, 20, 29, 23, 18, 30, 21, 19, 27, 19, 21, 26, 20, 17, 21, 21, 24, 29, 26, 23, 22, 29, 25, 19, 33, 19, 22, 20, 28, 22, 23, 22, 24, 29, 20, 23, 22, 25, 24, 21, 28, 21, 17, 19, 21, 20, 20, 33, 29, 26, 23, 23, 33, 27, 30, 18, 24, 21, 24, 21, 29, 26, 20, 27, 19, 17, 17, 22, 27, 20, 22.8, 4.02015, 
, 5, 66, 79, 66, 56, 72, 82, 53, 47, 67, 63, 60, 75, 51, 75, 58, 66, 65, 85, 84, 78, 56, 75, 55, 71, 52, 71, 64, 83, 78, 69, 68, 76, 64, 75, 55, 60, 69, 60, 84, 69, 68, 67, 71, 66, 79, 55, 51, 68, 63, 65, 81, 75, 77, 56, 53, 69, 67, 62, 76, 77, 67, 80, 83, 73, 67, 69, 72, 73, 72, 89, 68, 57, 56, 78, 86, 68, 69, 81, 63, 65, 55, 65, 65, 72, 60, 59, 74, 56, 64, 73, 76, 81, 65, 78, 75, 71, 71, 76, 73, 64, 68.57, 9.19184, 
, 6, 72, 75, 62, 76, 69, 86, 69, 61, 60, 72, 61, 64, 84, 79, 58, 72, 83, 63, 77, 63, 63, 61, 69, 62, 73, 60, 80, 78, 81, 66, 60, 67, 78, 70, 79, 69, 63, 73, 62, 70, 70, 64, 79, 71, 60, 51, 61, 64, 75, 71, 66, 53, 71, 64, 64, 76, 62, 55, 71, 58, 81, 69, 77, 60, 57, 70, 44, 62, 69, 70, 78, 64, 73, 64, 52, 77, 66, 67, 54, 75, 72, 57, 73, 59, 49, 65, 59, 81, 81, 60, 58, 72, 57, 58, 54, 65, 55, 69, 54, 73, 66.96, 8.72002, 
, 7, 149, 132, 161, 156, 152, 120, 126, 141, 130, 132, 155, 137, 153, 151, 137, 132, 136, 129, 141, 147, 140, 122, 145, 133, 146, 142, 120, 148, 138, 117, 140, 146, 146, 127, 137, 129, 115, 151, 159, 122, 149, 125, 173, 115, 140, 145, 136, 147, 149, 135, 128, 130, 134, 147, 155, 129, 130, 157, 142, 135, 142, 128, 138, 144, 141, 148, 162, 125, 128, 136, 143, 136, 140, 166, 132, 137, 136, 147, 138, 120, 150, 126, 145, 132, 160, 151, 134, 132, 147, 146, 147, 160, 140, 132, 138, 130, 143, 150, 128, 150, 139.69, 11.666, 
, 8, 43, 40, 45, 42, 53, 38, 46, 47, 44, 61, 54, 38, 49, 32, 39, 55, 48, 39, 54, 40, 41, 51, 40, 36, 48, 51, 39, 50, 41, 59, 43, 47, 40, 48, 55, 48, 48, 44, 36, 45, 41, 35, 44, 47, 34, 56, 43, 46, 42, 53, 40, 45, 61, 40, 48, 57, 48, 43, 56, 45, 58, 46, 42, 50, 54, 48, 48, 44, 51, 42, 44, 40, 46, 45, 36, 38, 34, 42, 42, 46, 50, 49, 49, 50, 44, 49, 53, 41, 45, 40, 38, 51, 56, 46, 52, 32, 35, 52, 43, 42, 45.54, 6.49385, 


Number Expired, 0, 1, 0, 0, 2, 3, 1, 0, 1, 0, 8, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 3, 1, 1, 2, 0, 0, 3, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 3, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 4, 1, 3, 8, 6, 0, 0, 0, 1, 5, 14, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1.09, 2.17002, 
